price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor,price_m2,area,metro_line
82,57,46,6.0,12.0,10,пешком,кирпичный/монолит,средний,1438.6,Восток,Калининская
130,74,53,7.0,4.5,7,пешком,кирпичный/монолит,средний,1756.76,Восток,Арбатско-Покровская
110,70,42,10.0,14.5,7,на транспорте,другой,средний,1571.43,Северо-запад,Замоскворецкая
90,61,49,6.0,12.0,10,пешком,другой,средний,1475.41,Восток,Арбатско-Покровская
185,108,62,12.0,13.5,10,на транспорте,другой,средний,1712.96,Юго-восток,Таганско-Краснопресненская
146,80,46,10.0,7.5,10,пешком,кирпичный/монолит,средний,1825.0,Северо-запад,Замоскворецкая
105,68,46,8.0,12.0,15,пешком,другой,средний,1544.12,Восток,Калининская
193,100,56,12.0,12.0,10,на транспорте,кирпичный/монолит,средний,1930.0,Восток,Калининская
75,51,34,6.0,9.0,5,на транспорте,другой,первый или последний,1470.59,Северо-запад,Таганско-Краснопресненская
138,65,47,9.0,5.0,10,пешком,другой,средний,2123.08,Северо-запад,Таганско-Краснопресненская
115,63,40,8.0,12.5,10,на транспорте,другой,средний,1825.4,Северо-запад,Замоскворецкая
93,59,44,6.0,7.0,5,на транспорте,другой,первый или последний,1576.27,Северо-запад,Таганско-Краснопресненская
123,83,50,11.0,12.7,15,пешком,другой,средний,1481.93,Юго-восток,Люблинская
120,82,53,9.0,11.5,10,на транспорте,кирпичный/монолит,средний,1463.41,Юго-восток,Таганско-Краснопресненская
90,66,43,6.0,15.5,5,пешком,другой,первый или последний,1363.64,Север,Калужско-Рижская
86,56,39,6.0,12.5,10,на транспорте,другой,средний,1535.71,Северо-запад,Замоскворецкая
103,64,40,8.0,17.0,5,пешком,другой,средний,1609.38,Север,Серпуховско-Тимирязевская
85,59,43,6.0,13.5,15,на транспорте,другой,средний,1440.68,Север,Калужско-Рижская
123,85,51,10.0,12.7,3,пешком,другой,средний,1447.06,Юго-восток,Люблинская
110,69,44,10.0,12.0,5,пешком,другой,средний,1594.2,Восток,Калининская
88,60,44,10.0,12.0,10,на транспорте,другой,первый или последний,1466.67,Восток,Калининская
116,75,46,10.0,13.5,10,на транспорте,другой,средний,1546.67,Юго-восток,Таганско-Краснопресненская
119,71,52,8.0,8.0,10,на транспорте,кирпичный/монолит,первый или последний,1676.06,Север,Калужско-Рижская
130,80,45,13.0,12.0,5,на транспорте,другой,средний,1625.0,Юго-восток,Люблинская
85,55,40,6.0,11.0,5,на транспорте,кирпичный/монолит,средний,1545.45,Восток,Арбатско-Покровская
93,79,45,10.0,13.0,7,на транспорте,другой,первый или последний,1177.22,Юго-восток,Люблинская
127,79,45,13.0,12.0,3,пешком,другой,средний,1607.59,Север,Калужско-Рижская
143,77,42,10.0,6.0,5,на транспорте,другой,средний,1857.14,Юго-восток,Таганско-Краснопресненская
105,77,46,8.0,12.0,15,на транспорте,другой,первый или последний,1363.64,Восток,Калининская
177,74,45,8.0,5.0,15,пешком,кирпичный/монолит,средний,2391.89,Северо-запад,Таганско-Краснопресненская
73,54,37,6.0,14.5,10,пешком,другой,средний,1351.85,Северо-запад,Замоскворецкая
145,74,45,11.0,17.0,10,на транспорте,другой,средний,1959.46,Север,Серпуховско-Тимирязевская
99,72,50,9.0,7.5,10,на транспорте,кирпичный/монолит,средний,1375.0,Восток,Арбатско-Покровская
91,60,44,6.0,12.0,10,пешком,кирпичный/монолит,средний,1516.67,Восток,Калининская
122,68,44,8.0,10.5,5,на транспорте,другой,средний,1794.12,Северо-запад,Замоскворецкая
147,74,49,9.0,7.5,10,пешком,кирпичный/монолит,средний,1986.49,Северо-запад,Замоскворецкая
84,76,45,10.0,17.0,10,пешком,другой,средний,1105.26,Северо-запад,Таганско-Краснопресненская
73,51,34,6.0,7.0,7,пешком,другой,средний,1431.37,Юго-восток,Люблинская
85,58,39,6.0,10.0,7,на транспорте,другой,средний,1465.52,Юго-восток,Таганско-Краснопресненская
135,68,46,8.0,12.5,7,на транспорте,другой,средний,1985.29,Северо-запад,Замоскворецкая
116,75,44,13.0,12.0,10,пешком,другой,средний,1546.67,Север,Калужско-Рижская
136,76,44,10.0,14.5,9,на транспорте,другой,средний,1789.47,Северо-запад,Замоскворецкая
88,56,36,6.0,17.0,10,на транспорте,другой,средний,1571.43,Север,Серпуховско-Тимирязевская
153,87,55,10.0,6.5,5,на транспорте,кирпичный/монолит,средний,1758.62,Север,Серпуховско-Тимирязевская
